,bill_num,date,bill_id,title,year,link,raw_text
            1921.  ""Insurer.""  As defined in section 601-A of the Insurance Department Act.  ""Limited lines travel insurance producer.""  A person licensed to sell, solicit or negotiate a contract of travel insurance.  ""Location.""  A physical location in this Commonwealth or an Internet website, call center site
            or similar location provided to residents of this Commonwealth.  ""Negotiate.""  To confer directly with or to offer advice directly to a customer or prospective customer
            of a particular contract of insurance concerning the substantive benefits, terms or
            conditions of the contract, provided that the person engaged in that act either sells
            insurance or obtains insurance from insurers for customers.  ""Offer and disseminate.""  To provide general information, including a description of the coverage and price,
            as well as processing an application for travel insurance, collecting premiums and
            performing other activities for which no insurance license is required.  ""Sell.""  To exchange a contract of insurance by any means for money or its equivalent on behalf
            of an insurance entity.  ""Solicit.""  To attempt to sell insurance or ask or urge a person to apply for a particular kind
            of insurance from a particular insurance entity.  ""Travel insurance.""  Insurance providing coverage for personal risks incident to planned travel. The following
            apply:  (1)  The term includes:  (i)  Interruption or cancellation of trip or event.  (ii)  Loss of baggage or personal effects.  (iii)  Damages to accommodations or rental vehicles.  (iv)  Sickness, accident, disability or death occurring during travel.  (2)  The term does not include:  (i)  A service contract as defined in section 358(b) of the act of May 17, 1921 (P.L.682,
            No.284), known as The Insurance Company Law of 1921.  (ii)  A major medical plan that provides comprehensive medical protection to a traveler
            with a trip lasting six months or longer, including a person working overseas as an
            expatriate or deployed military personnel.  ""Travel insurance transaction.""  The sale of travel insurance to a customer.  ""Travel retailer.""  A business entity that makes, arranges or offers travel services and that may offer
            and disseminate travel insurance as a service to its customers on behalf of and under
            the direction of a limited lines travel insurance producer or under its own license.  20180026u3s  Section 3.  Licensure of limited lines travel insurance producers.  (a)  Requirement.--A limited lines travel insurance producer is required to hold a limited
            lines travel insurance license to sell, solicit or negotiate coverage under a policy
            of travel insurance.  (b)  Limited lines license.--A limited lines license issued under this act shall authorize
            a travel retailer registered under the license of the limited lines insurance producer,
            and each employee or authorized representative of the travel retailer, to offer and
            disseminate coverage under a policy of travel insurance to a customer at each location
            where the travel retailer or authorized representative engages in travel insurance
            transactions and to receive compensation from the limited lines travel insurance producer
            for those activities.  (c)  License.--Notwithstanding any other provision of law, a license issued under this
            section shall authorize the licensee, a travel retailer registered under the licensee's
            license and an employee or authorized representative of the travel retailer to engage
            in activities permitted in this section.  20180026u4s  Section 4.  Requirements for sale of travel insurance.  (a)  Authority and licensure.--A travel retailer and each employee and authorized representative
            of the travel retailer may offer and disseminate travel insurance to customers and
            shall not be subject to licensure as an insurance producer under Article VI-A of the
            Insurance Department Act if:  (1)  The limited lines travel insurance producer obtains a limited lines license.  (2)  The limited lines travel insurance producer or travel retailer provides to each customer
            of travel insurance:  (i)  A description of the material terms or actual material terms of the insurance coverage.  (ii)  A description of the process for filing a claim.  (iii)  A description of the review or cancellation process for the travel insurance policy.  (iv)  The identity and contact information of the travel retailer, insurer and limited lines
            travel insurance producer.  (b)  Register of travel retailers.--  (1)  At the time of licensure, the limited lines travel insurance producer shall establish
            and maintain a register of each travel retailer in this Commonwealth where travel
            insurance is offered on the limited lines travel insurance producer's behalf.  (2)  The register shall be maintained and updated annually by the limited lines travel
            insurance producer and shall include:  (i)  The name, address and contact information of the travel retailer.  (ii)  The name of the officer or person who directs or controls the travel retailer's operations.  (iii)  The travel retailer's Federal Tax Identification Number.  (3)  Information in the register regarding each travel retailer under paragraphs (1) and
            (2) shall be maintained for a period of at least three years following the date that
            the information was entered into the register.  (4)  The limited lines travel insurance producer shall submit the register to the department
            upon request.  (5)  The limited lines travel insurance producer shall certify that the travel retailer
            registered complies with 18 U.S.C. § 1033 (relating to crimes by or affecting persons
            engaged in the business of insurance whose activities affect interstate commerce).  (c)  List of locations.--A travel retailer shall maintain a list of the locations in this
            Commonwealth where it offers and disseminates travel insurance coverage information
            and, upon request, provide the list to the department.  (d)  Training.--The insurer issuing the travel insurance must either directly supervise
            or authorize a designated licensee to supervise the administration of a training program,
            including the development of the program, for employees and authorized representatives
            of the travel retailer which may be subject to review by the department. The training
            shall comply with the following:  (1)  The training shall be delivered to employees and authorized representatives of a travel
            retailer who are directly engaged in the activity of offering and disseminating travel
            insurance information.  (2)  The training may be provided in electronic form. If conducted in an electronic form,
            the insurer shall implement a supplemental education program regarding travel insurance
            that is conducted and overseen by the designated licensee.  (3)  Each employee and authorized representative, at a minimum, shall receive basic instruction
            about the types of travel insurance offered, ethical sales practices and the disclosures
            required under this section.  (e)  Written materials.--A travel retailer offering or disseminating travel insurance shall
            provide to every prospective customer a brochure or other written material that:  (1)  Provides the identity and contact information of the insurer and the limited lines
            travel insurance producer.  (2)  Discloses that travel insurance may provide a duplication of coverage already provided
            under insurance policies that the producer already maintains.  (3)  Explains that purchase of travel insurance is not required in order to purchase any
            other product or service from the travel retailer.  (4)  Explains that an unlicensed travel retailer is permitted to provide general information
            about the insurance offered by the travel retailer, including a description of the
            coverage and price, but is not qualified or authorized to answer technical questions
            about the terms and conditions of insurance coverage, including those coverages that
            are already maintained by the customer.  (f)  Limitations.--A travel retailer's employee or authorized representative who is not
            licensed as a designated licensee may not:  (1)  Evaluate or interpret the technical terms, benefits and conditions of the offered
            travel insurance coverage.  (2)  Evaluate or provide advice concerning a prospective customer's existing insurance
            coverage.  (3)  Advertise, represent or otherwise hold himself or herself out as a licensed insurer,
            designated licensee or insurance expert.  (g)  Charges.--The charges for travel insurance coverage may be billed and collected by
            the travel retailer. A charge to the enrolled customer for coverage that is not included
            in the cost associated with the purchase of travel services shall be separately itemized
            on the enrolled customer's bill. If the travel insurance coverage is included with
            the purchase of travel services, the travel retailer shall clearly and conspicuously
            disclose to the enrolled customer that the travel insurance coverage is included with
            the purchase of travel services. The travel retailer that bills and collects the charges
            shall not be required to maintain the funds in a segregated account provided that
            the travel retailer is authorized by the insurer to hold the funds in an alternative
            manner and remits the amounts to the supervising entity within 60 days of receipt.
            The funds received by a travel retailer from an enrolled customer for the sale of
            travel insurance shall be considered funds held in trust by the travel retailer in
            a fiduciary capacity for the benefit of the insurer.  (h)  Compensation.--A travel retailer, whose insurance-related activities and those of
            the employees or authorized representatives are limited to offering and disseminating
            travel insurance on behalf of and under the direction and license of a limited lines
            travel insurance producer meeting the conditions stated in this act, is authorized
            to conduct those activities and receive related compensation upon registration by
            the limited lines travel insurance producer as described in subsection (b). No travel
            retailer employee or authorized representative may be compensated based primarily
            on the number of customers of travel insurance coverage, but nothing in this act shall
            prohibit payment of compensation to a travel retailer or its employees or authorized
            representatives for activities under the limited lines travel insurance producer's
            license that are incidental to the overall compensation of the travel retailer or
            its employees or authorized representatives.  20180026u5s  Section 5.  Policy.  (a)  Offering.--Travel insurance may be offered under an individual policy or under a group
            policy.  (b)  Eligibility and underwriting standards.--Eligibility and underwriting standards for
            customers electing to enroll in coverage shall be established for each travel insurance
            program.  20180026u6s  Section 6.  Responsibility.  As the insurer designee, the limited lines travel insurance producer and insurer shall
            be responsible for the acts of the travel retailer and the travel retailer's employees
            and authorized representatives who are not limited lines travel insurance producers
            and shall use reasonable means to ensure compliance with this act by the travel retailer
            and the travel retailer's employees and authorized representatives.  20180026u7s  Section 7.  Enforcement.  (a)  Actions by commissioner requiring no notice and hearing.--If the commissioner determines
            that a travel retailer or a travel retailer's employee or authorized representative
            has violated any provision of this act, the commissioner may:  (1)  Direct the limited lines travel insurance producer to implement a corrective action
            plan with the travel retailer.  (2)  Direct the limited lines travel insurance producer to revoke the authorization of
            the travel retailer to offer and disseminate travel insurance on its behalf and under
            its license and to remove the travel retailer's name from its register.  (b)  Actions by commissioner requiring notice and hearing.--If the commissioner determines
            that a travel retailer or a travel retailer's employee or authorized representative
            has violated any provision in this act, the commissioner, after notice and hearing,
            may:  (1)  Suspend or revoke the license of the limited lines travel insurance producer as authorized
            under this act or the registration of the travel retailer.  (2)  Impose a monetary penalty on the limited lines travel insurance producer.  (3)  Impose other conditions and penalties as deemed appropriate by the commissioner, including
            an order to cease and desist in the engagement of travel insurance transactions with
            a particular travel retailer and a particular employee or authorized representative
            of a travel retailer.  (c)  Monetary penalties.--In addition to any other action authorized under this act or
            other law, a limited lines travel insurance producer who aids and abets a travel retailer
            in the transaction of travel insurance or in any activity concerning travel insurance
            after being directed to revoke the travel retailer's authorization shall be subject
            to a monetary penalty under the act of July 22, 1974 (P.L.589, No.205), known as the
            Unfair Insurance Practices Act.  (d)  Effect of conduct.--For purposes of this act, the conduct of a travel retailer and
            its employees and authorized representatives regarding the offering or dissemination
            of travel insurance on behalf of a licensed limited lines travel insurance producer
            shall be deemed the conduct of the licensed limited lines travel insurance producer.  20180026u8s  Section 8.  Licensing and fees.  (a)  Renewal process generally.--An application for licensure or license renewal under
            this act shall be processed in accordance with sections 605-A, 606-A and 608-A of
            the Insurance Department Act.  (b)  Amount of fees.--A nonrefundable fee of $400 shall accompany an application for a
            limited lines travel insurance producer license and any license renewal.  (c)  Adjustment of fees.--A license fee under subsection (b) may be adjusted no more than
            annually by the commissioner upon publication of the new fee in the Pennsylvania Bulletin.  20180026u9s  Section 9.  Effective date.  This act shall take effect in 120 days.   "
26,27,Jun 12,HB 566,"Contractor and Subcontractor Payment Act - omnibus amendments 					
                         (effective 120 DAYS)",2018,https://www.legis.state.pa.us//WU01/LI/LI/US/HTM/2018/0/0027..HTM,"       CONTRACTOR AND SUBCONTRACTOR PAYMENT ACT - OMNIBUS AMENDMENTS       Act of Jun. 12, 2018,
                  P.L. 131,
                  No. 27  Cl. 68    20180027ua  Session of 2018  No. 2018-27    HB 566    AN ACT    Amending the act of February 17, 1994 (P.L.73, No.7), entitled ""An act requiring timely
            payment to certain contractors and subcontractors; and providing remedies to contractors
            and subcontractors,"" further providing for application of act, for owner's payment
            obligations, for owner's withholding of payment for good faith claims, for contractor's
            and subcontractor's payment obligations, for errors in documentation, for retainage,
            for contractor's withholding of payment for good faith claims and for penalty and
            attorney fee.    The General Assembly of the Commonwealth of Pennsylvania hereby enacts as follows:    20180027u1s  Section 1.  Sections 3 and 5 of the act of February 17, 1994 (P.L.73, No.7), known as the Contractor
            and Subcontractor Payment Act, are amended by adding subsections to read:  Section 3.  Application of act.  * * *  (c)  Prohibition on waiver.--Unless specifically authorized under this act, parties to
            a contract or other agreement may not waive a provision of this act by contract or
            other agreement.  Section 5.  Owner's payment obligations.  * * *  (e)  Suspension of performance.--  (1)  If payment is not received by a contractor in accordance with this section, the contractor
            shall have the right to suspend performance of any work, without penalty, until payment
            is received according to the terms of the construction contract. Any procedure in
            a construction contract that exceeds the procedure in paragraph (2) shall be unenforceable.  (2)  Suspension of performance in a construction contract may occur in accordance with
            paragraph (1) or if:  (i)  payment has not been made to the contractor in accordance with the schedule established
            under subsection (c);  (ii)  at least 30 calendar days have passed since the end of the billing period for which
            payment has not been received according to the terms of the construction contract.
            The contractor shall provide written notice to the owner or the owner's authorized
            agent, via electronic mail or postal service, stating that payment has not been made;
            and  (iii)  at least 30 calendar days have passed since the written notice in subparagraph (ii)
            has been sent. The contractor shall provide at least 10 calendar days' written notice,
            via certified mail, of the contractor's intent to suspend performance to the owner
            or the owner's authorized agent.  20180027u2s  Section 2.  Section 6 of the act is amended to read:  Section 6.  Owner's withholding of payment for good faith claims.  (a)  Authority to withhold.--The owner may withhold payment for deficiency items according
            to the terms of the construction contract. The owner shall pay the contractor according
            to the provisions of this act for any item which appears on the invoice and has been
            satisfactorily completed.  (b)  Notice.--[If]  (1)  Except as provided under section 9, if an owner withholds payment from a contractor for a deficiency item, [it] the amount withheld shall be reasonable and the owner shall notify the contractor of the deficiency item by a  written explanation of its good faith reason within [seven] 14 calendar days of the date that the invoice is received.  (2)  Failure to comply with paragraph (1) shall constitute a waiver of the basis to withhold
            payment and necessitate payment of the contractor in full for the invoice.  (3)  If an owner withholds payment from a contractor for a deficiency item, the owner shall
            remit payment to the contractor for each other item that has been satisfactorily completed
            under the construction contract.  20180027u3s  Section 3.  Section 7(a) and (c) of the act are amended and the section is amended by adding a
            subsection to read:  Section 7.  Contractor's and subcontractor's payment obligations.  (a)  Entitlement to payment.--Performance by a subcontractor in accordance with the provisions
            of the construction contract shall entitle the subcontractor to payment from the party with whom the
            subcontractor has contracted.  * * *  (c)  Time for payment.--When a subcontractor has performed in accordance with the provisions
            of the construction contract, a contractor shall pay to the subcontractor, and each subcontractor shall
            in turn pay to the subcontractor's subcontractors, the full or proportional amount
            received for each such subcontractor's work and materials, based on work completed
            or service provided under the subcontract, 14 days after receipt of each progress
            or final payment or 14 days after receipt of the subcontractor's invoice, whichever
            is later. Payment shall be made under this section unless it is being withheld under
            section 11.  * * *  (e)  Suspension of performance.--  (1)  If payment is not received by a subcontractor in accordance with this section, the
            subcontractor shall have the right to suspend performance of any work, without penalty,
            until payment is received according to the terms of the construction contract. Any
            procedure in a construction contract that exceeds the procedure in paragraph (2) shall
            be unenforceable.  (2)  Suspension of performance in a construction contract may occur in accordance with
            paragraph (1) or if:  (i)  payment has not been made to the subcontractor in accordance with the schedule established
            under subsection (c);  (ii)  at least 30 calendar days have passed since the end of the billing period for which
            payment has not been received according to the terms of the construction contract.
            The subcontractor shall provide written notice to the contractor or contractor's authorized
            agent, via electronic mail or postal service, stating that payment has not been made;
            and  (iii)  at least 30 calendar days have passed since the written notice in subparagraph (ii)
            has been sent. The subcontractor shall provide at least 10 calendar days' written
            notice, via certified mail, of the subcontractor's intent to suspend performance to
            the owner or the owner's authorized agent.  20180027u4s  Section 4.  Sections 8, 9, 11 and 12 of the act are amended to read:  Section 8.  Errors in documentation.  (a)  Notice of [defect] errors in invoice .--If an invoice is filled out incorrectly or incompletely or if there is any other
            defect or impropriety in an invoice, the person who receives the incorrect invoice shall give written notice to the person who sent the incorrect invoice within ten working days of receipt of the invoice.  [(b)  Payment of amount incurred.--The person receiving the incorrect invoice shall pay
            the amount actually incurred on the due date in accordance with the provisions of
            this act.]  (c)  Payment for invoice with error.--Once written notice has been received by the person
            who sent the incorrect invoice, the person receiving the invoice shall pay the correct
            amount of the invoice on the due date in accordance with this act.  Section 9.  Retainage.  (a)  Time for payment.--If payments under a construction contract are subject to retainage,
            any amounts which have been retained during the performance of the contract and which
            are due to be released to the contractor upon final completion shall be paid within
            30 days after final acceptance of the work.  (a.1)  Posting of security in lieu of retainage.--Upon reaching substantial completion of
            its own scope of work, a contractor or subcontractor may facilitate the release of
            retainage on its contract before final completion of the project by posting a maintenance
            bond with approved surety for 120% of the amount of retainage being held.  (b)  Agreement between contractor and subcontractor.--If an owner is not withholding retainage,
            a contractor may withhold retainage from a subcontractor in accordance with their
            agreement. The retainage shall be paid within 30 days after final acceptance of the
            work.  (c)  Payment of retainage to subcontractors.--A contractor shall pay to the contractor's
            subcontractors, and each subcontractor shall in turn pay to the subcontractor's subcontractors,
            within 14 days after receipt of the retainage, the full amount due each subcontractor.  (d)  Withholding acceptance or failure to pay retainage.-- Withholding of retainage for longer than 30 days after final  acceptance of the work shall be subject to the obligations  imposed upon the owner, contractor or subcontractor in section  6(b) or 11(b). If an owner, contractor or subcontractor unreasonably withholds acceptance of work
            or fails to pay retainage as required by this section, the owner, contractor or subcontractor
            shall be subject to the payment of interest at the rate established in section 5(d)
            on the balance due and owing on the date acceptance was unreasonably withheld or the
            date the retainage was due and owing, whichever is applicable. The owner, contractor
            or subcontractor shall also be subject to the provisions of section 12.  Section 11.  Contractor's and subcontractor's withholding of payment for good faith claims.  (a)  Authority to withhold.--The contractor or subcontractor may withhold payment from
            any subcontractor responsible for a deficiency item. The contractor or subcontractor
            shall pay any subcontractor according to the provisions of this act for any item which
            appears on the invoice and has been satisfactorily completed.  (b)  Notice.--[If]  (1)  Except as provided under section 9, if a contractor or subcontractor withholds payment from a subcontractor for a deficiency
            item, [it] the contractor or subcontractor  withholding payment must notify the subcontractor [or supplier and the owner of the reason within] and the owner in  writing of the good faith reason for the withholding within  the time period specified in the construction contract or [seven] 14 calendar days of the date after receipt of the notice of the deficiency item.  (2)  Failure to comply with paragraph (1) shall constitute a waiver of the basis to withhold
            payment and necessitate payment of the subcontractor in full for the invoice.  (c)  Amount of withholding.--If a contractor or subcontractor withholds payment from a
            subcontractor for a deficiency item, the contractor or subcontractor withholding payment
            shall remit payment to the subcontractor for each other item that has been satisfactorily
            completed under the construction contract.  Section 12.  Penalty and attorney fee.  (a)  Penalty for failure to comply with act.--  (1) If arbitration or litigation is commenced to recover payment due under this act and
            it is determined that an owner, contractor or subcontractor has failed to comply with
            the payment terms of this act, the arbitrator or court shall award, in addition to
            all other damages due, a penalty equal to 1% per month of the amount that was wrongfully
            withheld.  (2) An amount shall not be deemed to have been wrongfully withheld [to the extent it] if all of the  following apply:  (i)  The amount bears a reasonable relation to the value of any claim held in good faith by the owner,
            contractor or subcontractor against whom the contractor or subcontractor is seeking
            to recover payment.  (ii)  The claim holder complies with section 6 or 11.  (b)  Award of attorney fee and expenses.--Notwithstanding any agreement to the contrary,
            the substantially prevailing party in any proceeding to recover any payment under
            this act shall be awarded a reasonable attorney fee in an amount to be determined
            by the court or arbitrator, together with expenses.  20180027u5s  Section 5.  This act shall take effect in 120 days.    APPROVED--The 12th day of June, A.D. 2018.    TOM WOLF   "
27,28,Jun 12,HB 1793,"Pennsylvania Commission for The United States Semiquincentennial Act - enactment 					
                         (effective 60 DAYS)",2018,https://www.legis.state.pa.us//WU01/LI/LI/US/HTM/2018/0/0028..HTM,"       PENNSYLVANIA COMMISSION FOR THE UNITED STATES SEMIQUINCENTENNIAL ACT - ENACTMENT       Act of Jun. 12, 2018,
                  P.L. 136,
                  No. 28  Cl. 71    20180028ua  An Act    Establishing the Pennsylvania Commission for the United States Semiquincentennial;
            and providing for its powers and duties.  20180028uc    TABLE OF CONTENTS    Section 1. Short title.  Section 2. Definitions.  Section 3. Establishment.  Section 4. Composition.  Section 5. Term.  Section 6. Meetings.  Section 7. General powers and duties.  Section 8. Requirements for plans and programs.  Section 9. Report to the Governor and the General Assembly.  Section 10. Information from State agencies.  Section 11. Gifts.  Section 12. Additional powers.  Section 13. Property.  Section 14. Administration.  Section 15. Annual report.  Section 16. Termination of commission.  Section 17. Effective date.    20180028uh  The General Assembly of the Commonwealth of Pennsylvania hereby enacts as follows:    20180028u1s  Section 1.  Short title.  This act shall be known and may be cited as the Pennsylvania Commission for the United
            States Semiquincentennial Act.  20180028u2s  Section 2.  Definitions.  As used in this act, the following words and phrases shall have the meanings given
            to them in this section unless the context clearly indicates otherwise:  ""Commission.""  The Pennsylvania Commission for the United States Semiquincentennial, or America250PA,
            established by this act. (Def. amended July 2, 2019, P.L.347, No.49)  ""Pennsylvania pavilion.""  Pennsylvania's headquarters during the Semiquincentennial that showcases the Commonwealth's
            history, people, innovations, culture and resources.  ""Secretary.""  The Secretary of Community and Economic Development of the Commonwealth.  20180028u3s  Section 3.  Establishment.  The Pennsylvania Commission for the United States Semiquincentennial, commonly known
            as America250PA, is established to plan, encourage, develop and coordinate the commemoration
            of the 250th anniversary of the founding of the United States, Pennsylvania's integral
            role in that event and the impact of its people on the nation's past, present and
            future.  (3 amended July 2, 2019, P.L.347, No.49)  20180028u4s  Section 4.  Composition.  The commission shall consist of the following members:  (1)  Two members of the Senate, of whom:  (i)  One shall be appointed by the Majority Leader of the Senate.  (ii)  One shall be appointed by the Minority Leader of the Senate.  (2)  Two members of the House of Representatives, of whom:  (i)  One shall be appointed by the Speaker of the House of Representatives.  (ii)  One shall be appointed by the Minority Leader of the House of Representatives.  (3)  Twenty members who must be private citizens, of whom:  (i)  Four shall be appointed by the Governor.  (ii)  Four shall be appointed by the Majority Leader of the Senate.  (iii)  Four shall be appointed by the Minority Leader of the Senate.  (iv)  Four shall be appointed by the Speaker of the House of Representatives.  (v)  Four shall be appointed by the Minority Leader of the House of Representatives.  (vi)  One of whom shall be designated by the Governor as the Chairperson of the Pennsylvania
            Commission for the United States Semiquincentennial.  (4)  The following individuals shall be ex officio nonvoting members of the commission:  (i)  The secretary.  (ii)  The Secretary of the Commonwealth.  (iii)  The Attorney General.  (iv)  The Auditor General.  (v)  The State Treasurer.  (vi)  The Chair of the Pennsylvania Historical and Museum Commission.  (vii)  The Secretary of Transportation.  (viii)  The Secretary of Education.  (ix)  The Secretary of Conservation and Natural Resources.  (x)  The Adjutant General.  (xi)  The Chair of the Pennsylvania Council on the Arts.  (xii)  The Director of Pennsylvania Emergency  Management Agency.  (xiii)  The Commissioner of Pennsylvania State Police.  ((4) amended July 2, 2019, P.L.347, No.49)  20180028u5s  Section 5.  Term.  A member shall be appointed for the duration of the commission. A vacancy on the commission
            shall not affect the powers of the commission and shall be filled in the same manner
            as the original appointment was made.  20180028u6s  Section 6.  Meetings.  Meetings of the commission shall be held throughout this Commonwealth at times and
            locations determined by the chairperson. A majority of the members of the commission
            shall constitute a quorum but a lesser number of members may hold hearings.  20180028u7s  Section 7.  General powers and duties.  The commission shall:  (1)  Plan, coordinate and implement an overall program commemorating the 250th anniversary
            of the founding of the United States in the year 2026, specifically highlighting the
            role of Pennsylvania and Pennsylvanians in and the events succeeding the historic
            event.  (2)  Plan, coordinate and implement the Pennsylvania pavilion.  (3)  Coordinate with all Federal, State and local agencies on infrastructural improvements
            and projects to welcome regional, national and international tourists.  20180028u8s  Section 8.  Requirements for plans and programs.  In preparing plans and an overall program, the commission:  (1)  Shall give due consideration to related plans and programs developed by Federal, other
            states, local and private groups.  (2)  May designate special committees with representatives from groups described in paragraph
            (1) to plan, develop and coordinate specific activities.  (3)  Shall, beginning within 90 days of its first meeting and throughout the duration of
            the commission, conduct extensive public engagement throughout this Commonwealth in
            developing the overall programs that may take place during the semiquincentennial.  (4)  Shall aim to impact and showcase all counties in this Commonwealth.  (5)  Shall draw attention to the achievements, struggles, honors, innovations and impacts
            of all people in Pennsylvania since before its founding to the present day.  (6)  Shall clearly delineate the costs associated with the commission.  20180028u9s  Section 9.  Report to the Governor and the General Assembly.  (a)  Duty to submit.--Not later than three years after the effective date of this section,
            the commission shall submit to the Governor and the General Assembly a comprehensive
            report that includes the specific recommendations of the commission for the commemoration
            of the 250th anniversary of the founding of the United States and related events.
            ((a) amended July 2, 2019, P.L.347, No.49)  (b)  Required contents.--The report shall include the following:  (1)  A detailed timeline of the plan of works through 2027.  (2)  Recommendations of the commission for the allocation of financial and administrative
            responsibility among the public and private authorities and organizations recommended
            for participation by the commission.  (3)  The projected number of jobs created through the implementation of the commission's
            plan and overall program.  (4)  The projected economic impact of the implementation of the commission's plan and overall
            program.  (5)  The geographic impact on all counties of this Commonwealth of the commission's plan
            and overall program.  (6)  The plan for the Pennsylvania pavilion.  (7)  The plan for improvements, if any, to the infrastructure of the Commonwealth necessary
            for the successful delivery of the commission's plan and overall program.  (8)  Outputs and outcomes against which progress and success of the commission's plan and
            overall program can be measured.  (c)  Recommendations for legislation.--The report may include recommendations for legislation
            needed to effectuate the plan and overall program.  (d)  Publication.--The report shall be available on the commission's publicly accessible
            Internet website.  20180028u10s  Section 10.  Information from State agencies.  The commission may secure directly from a State agency information as the commission
            considers necessary to carry out this act. On the request of the chairperson of the
            commission, the head of a State agency shall provide the information to the commission.  20180028u11s  Section 11.  Gifts.  The commission may accept, use and dispose of gifts and donations of money, property
            or personal services. Information relating to the gifts shall be enumerated and submitted
            to the State Ethics Commission each quarter and shall be available on the commission's
            publicly accessible Internet website.  20180028u12s  Section 12.  Additional powers.  As determined necessary by the commission, the commission may:  (1)  Procure supplies, services and property.  (2)  Make contracts.  (3)  Expend, in furtherance of this act, funds donated or received in pursuance of contracts
            entered into under this act.  (4)  Take actions as are necessary to enable the commission to carry out efficiently and
            in the public interest the purpose of this act.  20180028u13s  Section 13.  Property.  Property acquired by the commission that remains after the termination of the commission
            may be designated by an act of the General Assembly to local municipalities or State
            agencies.  20180028u14s  Section 14.  Administration.  (a)  Compensation of members.--  (1)  The members of the commission shall receive no compensation for service on the commission.  (2)  The members of the commission shall receive reimbursement for reasonable travel expenses.  (b)  Staff.--  (1)  The chairperson of the commission may, without regard to the civil service laws or
            regulations, appoint and terminate an executive director and other additional personnel
            as are necessary to enable the commission to perform its powers and duties.  (2)  The employment of an executive director shall be subject to confirmation by majority
            vote of the commission.  (3)  An individual appointed or employed under this act is not eligible to participate
            in the State Employees' Retirement System solely due to the individual's appointment
            or employment by the commission.  20180028u15s  Section 15.  Annual report.  Once each year during the period beginning on the effective date of this section through
            December 31, 2027, the commission shall submit to the Governor and the General Assembly
            a report of the activities of the commission, including an accounting of funds received
            and expended during the year covered by the report, the outputs and outcomes achieved
            and whether those achievements meet the commission's plan and overall program. The
            report shall be available on the commission's publicly accessible Internet website.  20180028u16s  Section 16.  Termination of commission.  The commission shall terminate on December 31, 2027.  20180028u17s  Section 17.  Effective date.  This act shall take effect in 60 days.   "
