,bill_num,date,bill_id,title,year,link,raw_text
            april 22, 1996, but before december 20, 2012, and whose period of registration as
            set forth in 42 pa c s    9799 55 has not expired   (ii)  an individual required to register with the pennsylvania state police under a former
            sexual offender registration law of this commonwealth as set forth in 42 pa c s   
            9799 55(a)(1)(i), (b)(2) and (4)   (iii)  before or after february 21, 2018, an individual who   (a)  commits an offense subject to 42 pa c s  ch  97 subch  h  but  (b)  because of a judicial determination on or after february 21, 2018 of the invalidity
            of 42 pa c s  ch  97 subch  h, is not subject to registration as a sexual offender   20180029u22s  section 22   the reenactment of 42 pa c s     9799 25(f) and 9799 55(d) shall apply to all group based
            homes and their residents, regardless of when the group based homes began to provide
            housing or the residents began their residency   20180029u23s  section 23   this act shall take effect immediately     approved  the 12th day of june, a d  2018     tom wolf   "
29,30,Jun 12,SB 234,"Commerce and Trade (12 Pa.C.S.) - Property Assessed Clean Energy Program 					
                         (effective 60 DAYS)",2018,https://www.legis.state.pa.us//WU01/LI/LI/US/HTM/2018/0/0030..HTM,"       commerce and trade (12 pa c s )   property assessed clean energy program       act of jun  12, 2018,
                  p l  198,
                  no  30  cl  12    20180030ua  session of 2018  no  2018 30    sb 234    an act    amending title 12 (commerce and trade) of the pennsylvania consolidated statutes,
            authorizing assessments for energy improvements in districts designated by municipalities     the general assembly of the commonwealth of pennsylvania hereby enacts as follows     20180030u1s  section 1   title 12 of the pennsylvania consolidated statutes is amended by adding a chapter
            to read   chapter 43  property assessed clean energy program  sec   4301   purpose   4302   definitions   4303   establishment of a program   4304   notice to lien holder required for participation   4305   scope of work   4306   notice   4307   lien   4308   collection of assessments   4309   bonds   4310   joint implementation     4301   purpose   this chapter authorizes the establishment of a property assessed clean energy program
            in the commonwealth to ensure that owners of agricultural, commercial and industrial
            properties can obtain low cost, long term financing for energy efficiency, water conservation
            and renewable energy projects     4302   definitions   the following words and phrases when used in this chapter shall have the meanings
            given to them in this section unless the context clearly indicates otherwise   ""alternative energy system ""  energy generated from alternative energy sources as defined under the act of november
            30, 2004 (p l 1672, no 213), known as the alternative energy portfolio standards act 
            in addition to these energy sources, programs may recognize alternative energy sources
            not included in the alternative energy portfolio standards act when approving qualified
            project applications   ""assessment ""  a charge against the real property within a district which is levied and collected
            by the county or municipality that establishes the district   ""bond ""  the term includes any public or private financing note, mortgage, loan, deed of trust,
            instrument, refunding note or other evidence of indebtedness or obligation used to
            finance a qualified project   ""business ""  a corporation, partnership, sole proprietorship, limited liability company, business
            trust or other commercial entity   ""clean energy project ""  a project which does any of the following   (1)  replaces or supplements an existing energy system that utilizes nonrenewable energy
            with an energy system that utilizes alternative energy   (2)  facilitates the installation of an alternative energy system in an existing building
            or a major renovation of a building   (3)  facilitates the retrofit of an existing building to meet high performance building
            standards   (4)  installs equipment to facilitate or improve energy conservation or energy efficiency,
            including heating and cooling equipment and solar thermal equipment   ""district ""  an area or group of real properties within a municipality or county, designated by
            the municipality or county for the purpose of establishing a property assessed clean
            energy program   ""financial institution ""  any person who in the ordinary course of business extends credit based on a lien,
            mortgage or security interest in real property or an encumbrance of real property
            or relies upon a lien, mortgage or security interest in real property or an encumbrance
            of real property to secure a current, contingent or future payment obligation  the
            term includes, but is not limited to, the following   (1)  a bank, savings association, trust company, credit union or a subsidiary or affiliate
            of a bank, savings association, trust company or credit union   (2)  a person engaged in the mortgage lending business subject to or exempt from licensing
            under 7 pa c s  ch  61 (relating to mortgage loan industry licensing and consumer
            protection)   (3)  a person subject to or exempt from licensing under the act of february 19, 1980 (p l 15,
            no 9), known as the real estate licensing and registration act   (4)  a person registered as a management company or unit investment trust or treated as
            a business development company under the investment company act of 1940 (54 stat 
            789, 15 u s c    80a 1 et seq ) or is excluded from registration under the investment
            company act of 1940   (5)  an insurance company   (6)  a pension or employee health and welfare fund   (7)  an association engaged in construction or the development or improvement of real property   (8)  a condominium or cooperative association or planned community association   (9)  a federal, state or local agency, authority or an instrumentality of a government
            entity that is engaged in the financing or supports the financing of real estate development
            or the purchase or improvement of real estate   ""local financing ""  a bond provided or facilitated by a municipality, county, district, economic development
            corporation, related authority or any government sponsored entity  this term does
            not include general obligation bonds   ""owner financing ""  a bond provided by a real property owner or a third party provider  this term may
            include a power purchase agreement   ""power purchase agreement ""  a financial arrangement in which  a third party owns, operates and maintains a permanently affixed  energy generation unit for a property owner and the property  owner purchases power from the third party at agreed upon rates  in the arrangement  the third party would have the ability to  finance its equipment acquisitions with an assessment under a  property assessed clean energy program   ""program ""  a property assessed clean energy program established under this chapter   ""property assessed clean energy program ""  a means of financing qualified projects in a district through an assessment   ""qualified party ""  a contractor or subcontractor that meets the following standards   (1)  possesses all technical qualifications and resources, including equipment, management,
            technical and craft labor personnel, and financial resources necessary to perform
            the contracted responsibilities, or will obtain the contracted responsibilities through
            the use of qualified subcontractors   (2)  possesses all valid, current licenses, registrations or other certificates required
            for the contractor or its employees by federal, state or local law necessary for the
            type of work required for the project   (3)  does not have any outstanding liability to the locality in the form of tax obligations,
            fines or other fees, unless the contractor or subcontractor has entered into and is
            in compliance with a payment agreement with the locality for such taxes, fines or
            fees   (4)  meets all bonding requirements, as required by applicable law or contract specifications,
            and all insurance requirements as required by applicable law or contract specifications,
            including general liability insurance, workers' compensation insurance and unemployment
            insurance requirements   ""qualified project ""  the installation or modification of a permanent improvement fixed to real property
            that is a clean energy project, water conservation project or alternative energy system,
            which generates measurable energy savings or reductions in water usage and the installation
            is performed by a qualified party in a district  the term includes installation of
            alternative energy generating equipment affixed to the land or building   ""real property ""  any agricultural, commercial or industrial land or building owned by an individual,
            partnership, limited liability corporation, corporation or nonprofit  the term does
            not include multifamily housing or any residential property   ""water conservation project ""  a project that reduces the usage of water or increases the efficiency of water usage     4303   establishment of a program   the following apply   (1)  a municipality with a community or economic development department or county may establish
            a property assessed clean energy program by adopting an ordinance or resolution that
            will establish the program, define the district and provide other operational standards
            and guidelines, which shall include, but not be limited to, the following   (i)  require all clean energy projects to comply with national energy efficiency standards   (ii)  develop criteria and procedures to determine the eligibility of real property and
            owners for participation in a program   (iii)  other measures as needed to satisfy the requirements of this chapter or to ensure
            that a program is effective, efficient and fair to property owners   (2)  a county that establishes a program must notify any municipality that may be in the
            district of their possible inclusion before a resolution establishing a program is
            approved  a municipality or county may contract with a third party to administer the
            program     4304   notice to lien holder required for participation   before real property may be subject to an assessment under the program and begin a
            local financing or an owner financing of a qualified project, the following shall
            occur   (1)  any financial institution holding a lien, mortgage or security interest in or other
            encumbrance of the real property that secures a current, future or contingent payment
            obligation must be given written notice of the real property owner's intention to
            participate in the program and acknowledge in writing to the property owner and municipality
            or county that established the program that they have received such notice   (2)  any financial institution required to be given notice under paragraph (1) must provide
            written consent to the property owner and municipality or county that established
            the program that the property may participate in the program     4305   scope of work   (a)  requirement   a program shall require for each proposed qualified project a scope
            of work, energy baseline or water usage baseline and the projected energy savings
            or water usage reductions in order to establish the viability of the qualified project
            and the projected energy savings or water usage reductions   (b)  verification of completion   after a qualified project is completed, the municipality
            or county shall obtain verification from the real property owner and from an independent
            professional inspector or building code official that the qualified project was properly
            completed     4306   notice   (a)  notice   a municipality or county that establishes a program shall post online and
            make available to the public a notice of each qualified project financed through an
            assessment   (b)  contents of notice   the notice under subsection (a) must contain   (1)  the legal description of the property   (2)  the name of each property owner   (3)  the total amount of the qualified project and a complete description of the qualified
            project   (4)  the assessment needed to satisfy the bond   (5)  a reference to the statutory assessment lien provided under this chapter   (6)  the financing rate on the bond, the total amount of the bond financing and any financing
            charges associated with the bond     4307   lien   (a)  general rule   an assessment under this chapter, including past due amounts and required
            future payments and any interest or penalties on the assessment   (1)  shall be a first and prior lien against the real property on which the assessment
            is imposed from the date on which the notice of contractual assessment is recorded
            and until the assessment, interest or penalty is satisfied   (2)  shall have the same priority status as a lien for any other tax imposed by any agency,
            municipality or county of the commonwealth and shall be treated as a tax imposed by
            any agency, municipality or county   (3)  must be recorded with the title, including all information required under section
            4306 (relating to notice), until the lien is discharged  and  (4)  may be discharged, compromised or abated in the same manner as delinquent property
            tax obligations   (b)  lien   the lien runs with the land and that portion of the assessment under the assessment
            contract that has not yet become due is not eliminated by foreclosure of a property
            tax lien  the assessment cannot be accelerated or extinguished until fully repaid   (c)  enforcement   the assessment lien may be enforced by the municipality or county in
            the same manner that a property tax lien against real property may be enforced by
            the municipality or county to the extent the enforcement is consistent with the laws
            of this commonwealth   (d)  delinquency charge   delinquent installments of the assessments incur interest and
            penalties in the same manner as delinquent property taxes   (e)  costs and expenses   a municipality or county may recover costs and expenses, including
            attorney fees, in a suit to collect a delinquent installment of an assessment in the
            same manner as in a suit to collect a delinquent property tax     4308   collection of assessments   the following apply   (1)  the governing body of a municipality or county that establishes a district is required
            to collect the assessments for that district using their present tax collection process
            and remit for payment of the local financing or owner financing   (2)  the assessment shall be made only upon the real property whose owner has executed
            a written agreement with the governing body agreeing to the assessment   (3)  proceeds may only be used to fund a local financing or an owner financing and lasts
            only for the term of the local financing or owner financing     4309   bonds   (a)  issuance   local financing or owner financing may be used to issue bonds to finance
            qualified projects   (b)  restrictions   bonds issued under this chapter may not be general obligations of the
            municipality or county   (c)  use of proceeds   funds generated from the issuance of a bond may only be used for
            the following purposes   (1)  design, engineering and project development costs of a qualified project   (2)  infrastructure related to and necessary for a qualified project   (3)  purchase and installation cost of any equipment needed for a qualified project   (4)  payment of normal and customary issuance and closing fees of a bond   (5)  normal and customary administrative fees necessary to continue operations of the municipal
            or county financing agency  the fees can include, but are not limited to, audits and
            application fees     4310   joint implementation   any combination of municipalities or counties may agree to jointly implement or administer
            a program under this chapter   20180030u2s  section 2   this act shall take effect in 60 days     approved  the 12th day of june, a d  2018     tom wolf   "
30,31,Jun 12,SB 880,"Vehicle Code (75 Pa.C.S.) - omnibus amendments 					
                         (effective IMMEDIATELY WITH EXCEPTIONS)",2018,https://www.legis.state.pa.us//WU01/LI/LI/US/HTM/2018/0/0031..HTM,"       vehicle code (75 pa c s )   omnibus amendments       act of jun  12, 2018,
                  p l  204,
                  no  31  cl  75    20180031ua  session of 2018  no  2018 31    sb 880    an act    amending title 75 (vehicles) of the pennsylvania consolidated statutes, in size, weight
            and load, further providing for operation of certain combinations on interstate and
            certain other highways, repealing provisions relating to operation of motor homes
            on interstate and certain other highways and further providing for width of vehicles
            and for length of vehicles  and, in administration and enforcement, further providing
            for specific powers of department and local authorities     the general assembly of the commonwealth of pennsylvania hereby enacts as follows     20180031u1s  section 1   section 4908(a) introductory paragraph, (b), (b 1) and (g) of title 75 of the pennsylvania
            consolidated statutes are amended to read     4908   operation of certain combinations on interstate and certain other highways   (a)  general rule   combinations authorized by section 4904(e) (relating to limits on number
            of towed vehicles) to have two trailers , or by section 4923(b)(6) or (7) (relating
            to length of vehicles) to exceed the length limitation for combinations,  may be driven
            only on the types of highways and under the limitations set forth below          (b)  household goods carriers   in addition to the operations authorized in subsection
            (a), a household goods carrier, consisting of a truck tractor and  either of the following   (1)  a single trailer, which exceeds the maximum length for combinations established in
            section 4923(a), may be driven between the designated network and a point of loading
            or unloading which can safely and reasonably be accessed   (2)  two  two trailers may be driven between the designated national network and a point of loading
            or unloading which can safely and reasonably be accessed using highways approved under
            subsection (a)(2) through (5) for the particular movement    (b 1)  short 102 inch trailers   in addition to the operations authorized in subsection (a),
            a combination, consisting of a truck tractor and a single trailer not exceeding 28
            1 2 feet in length and 102 inches in width may be driven on all highways           (g)  penalty   a person who operates a combination in violation of this section on a highway
            which is not marked with signs prohibiting the operation of such a combination commits
            a summary offense and shall, upon conviction, be sentenced to pay a fine of  50 for
            each violation  a person cited under this subsection shall not be subject to citation
            under section  4921 (relating to width of vehicles) or 4923 (relating to length of
            vehicles)  4904    20180031u2s  section 2   section 4908 1 of title 75 is repealed      4908 1   operation of motor homes on interstate and certain other highways   (a)  general rule   motor homes exceeding 40 feet in length but not exceeding 45 feet in
            length may be driven only on the types of highways and under the limitations set forth
            below   (1)  on a designated network consisting of all interstate highways and portions of federal
            aid primary highways having at least a 48 foot wide roadway or two 24 foot wide roadways
            and designated by the department as capable of safely accommodating motor homes   (2)  between the designated national network and   (i)  the location where the motor home is garaged   (ii)  a facility for food, fuel, repair, service or rest having an entrance within the access
            limitation prescribed under federal highway administration regulation of the nearest
            ramp or intersection, but only on highways having lanes at least ten feet wide   (3)  on highways marked with traffic route signs having travel lanes at least ten feet
            in width unless prohibited by the department on state highways or the municipality
            on local highways based on safety reasons and marked with signs prohibiting such vehicles   (4)  between the highways authorized under paragraph (3) and   (i)  the location where the recreational vehicle is garaged   (ii)  a terminal or facility for food, fuel, repair, service or rest having an entrance
            within two miles of the nearest ramp or intersection, but only on highways having
            lanes at least ten feet wide   (5)  approval of a highway other than as designated under paragraphs (1) through (4) shall
            be obtained from the   (i)  city in the case of a highway in a city   (ii)  department in the case of a state highway not in a city, except that the department
            will, upon request, delegate authority to approve routes under this subsection to
            a municipality which has been delegated authority to issue permits under section 420
            of the act of june 1, 1945 (p l 1242, no 428), known as the state highway law   (iii)  municipality in the case of a local highway not in a city   (b)  notice   notice regarding approval and revocation of routes shall be in conformance
            with section 4908 (relating to operation of certain combinations on interstate and
            certain other highways)    20180031u3s  section 3   sections 4921(a), (c), (c 1), (c 2), (c 3) and (d) and 4923(b 1)(1) of title 75 are
            amended and the sections are amended by adding subsections to read     4921   width of vehicles   (a)  general rule   the total outside width of a vehicle, including any load, shall not
            exceed eight feet six inches except as otherwise provided in this section   with regard to stinger steered automobile
            or boat transporters or vehicles operating as provided in section 4908 (relating to
            operation of certain combinations on interstate and certain other highways), the total
            width of a vehicle, including any load, shall not exceed eight and one half feet,
            except as otherwise provided in this chapter            (c)  buses   any bus operated wholly within a municipality, where permitted by the municipality,
            or in more than one municipality, where approved by the public utility commission,
            may have a total outside width not to exceed eight feet six inches when operated upon
            a highway having traffic lane widths of not less than ten feet   (c 1)  motor homes or recreational trailers   any motor home or recreational trailer may
            have a total outside width not to exceed eight feet six inches   (c 2)  utility trailers   a utility trailer with a registered gross weight not to exceed
            10,000 pounds may have a total outside width not to exceed eight feet six inches   (c 3)  trucks other than combinations   the total outside width, including any load, of a
            truck other than a combination shall not exceed eight and one half feet except as
            otherwise provided in this chapter   (d)  nondivisible loads   vehicles carrying nondivisible loads not exceeding eight feet
            six inches in width may operate on any highway having a roadway width of 20 feet or
            more           (e 2)  excluded devices   devices listed in and meeting the requirements of 23 cfr pt  658
            appendix d (relating to devices that are excluded from measurement of the length or
            width of a commercial motor vehicle) are excluded from measurement of the width of
            a motor vehicle            4923   length of vehicles          (b)  excluded devices   devices listed in and meeting the  requirements of 23 cfr pt  658 appendix d (relating to devices  that are excluded from measurement of the length or width of a  commercial motor vehicle) are excluded from measurement of the  length of a motor vehicle   (b 1)  combinations     (1)  the length of a single trailer being towed by a truck or truck tractor shall not exceed 53 feet  provided    truck or  truck tractors towing trailers equipped with a kingpin shall  not be operated when the distance between the kingpin and the center line of the rear axle or rear axle
            group  does not exceed  exceeds 41 feet or, in the case of a trailer used exclusively or primarily to transport vehicles
            in connection with motor sports competition events, does not exceed 46 feet          20180031u4s  section 4   section 6109(e) of title 75 is amended to read     6109   specific powers of department and local authorities          (e)  engineering and traffic investigation required   action by local authorities under
            this section shall be taken only after completing an engineering and traffic investigation
            when and in such manner as required by regulations promulgated by the department 
            no engineering and traffic investigation is required to establish a speed limit under
            section 3362(a)(1 2) (relating to maximum speed limits)    or to restrict the operation of vehicles under the surface transportation assistance
               act of 1982 (public law 97 424, 96 stat  2097) beyond the access limitations prescribed
               under 23 cfr 658 19 (relating to reasonable access)          20180031u5s  section 5   this act shall take effect as follows   (1)  the amendment, addition or repeal of the following provisions shall take effect in
            180 days   (i)  75 pa c s    4908(a) introductory paragraph, (b), (b 1) and (g)   (ii)  75 pa c s    4908 1   (iii)  75 pa c s    4921(a), (c), (c 1), (c 2), (c 3), (d) and (e 2)   (iv)  75 pa c s    4923(b) and (b 1)   (2)  the remainder of this act shall take effect immediately     approved  the 12th day of june, a d  2018     tom wolf   "
31,32,Jun 19,HB 653,"Real and Personal Property (68 Pa.C.S.) - real estate foreclosure of vacant and abandoned property, for sheriff's commission and creditor attorney fees 					
                         (effective 180 DAYS)",2018,https://www.legis.state.pa.us//WU01/LI/LI/US/HTM/2018/0/0032..HTM,"       real and personal property (68 pa c s )   real estate foreclosure of vacant and abandoned
                     property, for sheriff's commission and creditor attorney fees       act of jun  19, 2018,
                  p l  208,
                  no  32  cl  68    20180032ua  session of 2018  no  2018 32    hb 653    an act    amending title 68 (real and personal property) of the pennsylvania consolidated statutes,
            in real property, providing for real estate foreclosure of vacant and abandoned property
            and for sheriff's commission and creditor attorney fees     the general assembly of the commonwealth of pennsylvania hereby enacts as follows     20180032u1s  section 1   title 68 of the pennsylvania consolidated statutes is amended by adding a chapter
            to read   chapter 23  real estate foreclosure  subchapter  a   vacant and abandoned property  b   sheriff's commission and creditor attorney fees  subchapter a  vacant and abandoned property  sec   2301   short title of subchapter   2302   legislative findings and purpose   2303   definitions   2304   certification of vacant and abandoned mortgaged property   2305   requirements to certify mortgaged property as vacant and abandoned   2306   effect of certification of vacancy and abandonment   2307   post sheriff's sale possessory action, effect of certification of vacancy and abandonment
            in action for possession and disposition of abandoned personal property   2308   construction     2301   short title of subchapter   this subchapter shall be known and may be cited as the vacant and abandoned real estate
            foreclosure act     2302   legislative findings and purpose   the general assembly finds and declares that   (1)  vacant and abandoned real estate, coupled with a default in the obligation to make
            mortgage payments secured by that real estate, presents a danger to the health, safety
            and welfare of a community   (2)  vacant and abandoned real estate often is not repaired, restored and returned to productive
            use until either a creditor or municipality acquires title to the real estate   (3)  an accelerated procedure is needed to maintain the due process rights of owners of
            real estate and to reduce unnecessary delays in an action of mortgage foreclosure
            or an action for possession or similar actions to recover real estate that is vacant
            and abandoned     2303   definitions   the following words and phrases when used in this chapter shall have the meanings
            given to them in this section unless the context clearly indicates otherwise   ""action for possession ""  an action in ejectment initiated by a purchaser to take control of mortgaged property   ""action to quiet title ""  an action to resolve claims to title to a mortgaged property initiated by a creditor
            or purchaser   ""creditor ""  a person authorized to enforce an obligation secured by a mortgage or an authorized
            agent of the creditor, including a servicer   ""foreclosure action ""  an action initiated by a creditor to enforce a mortgage obligation   ""former owner ""  an owner or obligor, or a successor in interest of an owner or obligor, whose interest
            in a mortgaged property was foreclosed in an action of mortgage foreclosure, conveyed
            by a deed in lieu of foreclosure or divested by court order under a mortgage or other
            obligation, including a successor in interest or other person claiming rights under
            or through the owner or obligor   ""mortgage ""  a consensual interest in real property that secures an obligation   ""mortgaged property ""  real property that is subject to a mortgage and improved with buildings or structures
            intended for any type of human occupancy, including a formerly mortgaged property
            conveyed to a purchaser at a sheriff's sale or pursuant to a deed in lieu of foreclosure   ""municipal board of appeals ""  the body designated to review decisions of a municipal code enforcement officer under
            the act of november 10, 1999 (p l 491, no 45), known as the pennsylvania construction
            code act   ""municipal code enforcement officer ""  the official designated to administer and enforce building codes in a municipality
            designated under section 501 of the act of november 10, 1999 (p l 491, no 45), known
            as the pennsylvania construction code act   ""municipality ""  a city, borough, township or incorporated town   ""obligation ""  a debt or other duty or liability of an obligor secured by a mortgage   ""obligor ""  a person that   (1)  owes payment or performance of an obligation   (2)  has signed a mortgage agreement with respect to mortgaged property  or  (3)  is otherwise accountable in whole or in part for payment or performance of an obligation   ""owner ""  a person claiming the right to ownership, possession or use of a mortgaged property   ""proceeding ""  a foreclosure action, an action for possession or an action to quiet title relating
            to a mortgaged property   ""property address ""  the address of a mortgaged property, unless a different address is provided by the
            owner or obligor in mortgage documents for notification of the owner or obligor or
            in subsequent correspondence sent by the owner or obligor to change the address for
            notification specified for use in mortgage documents   ""purchaser ""  any of the following   (1)  a person that acquires equitable title to a mortgaged property at a sheriff's sale
            conducted pursuant to a foreclosure or similar action and has paid settlement funds
            and delivered required documentation to the sheriff to obtain a sheriff's deed or
            the owner of a property under a recorded sheriff's deed to the property or the person's
            designee   (2)  the owner of a mortgaged property under a recorded sheriff's deed to the mortgaged
            property  or  (3)  a person that takes title to a mortgaged property pursuant to a deed in lieu of foreclosure   ""record ""  as a noun, the term means information that is inscribed on a tangible medium or is
            stored in an electronic or other medium and is retrievable in perceivable form   ""residential mortgaged property ""  a mortgaged property located within this commonwealth containing two or fewer residential
            units or on which two or fewer residential units are to be constructed, including
            a residential condominium, cooperative or planned community unit   ""servicer ""  a person that is responsible for servicing an obligation, including a person that
            holds or owns an obligation or originates a mortgage loan if the person also services
            the obligation   ""vacant and abandoned property ""  property that meets the requirements for certification as provided under section 2305
            (relating to requirements to certify mortgaged property as vacant and abandoned)   ""vacant property ""  mortgaged property with respect to which the owner and all persons claiming through
            the owner, including tenants, have relinquished possession  the term does not include
            unoccupied mortgaged property that is   (1)  undergoing construction, renovation or rehabilitation and that is proceeding with
            reasonable diligence to completion   (2)  physically secured and used or held for use by the homeowner as a vacation or seasonal
            home  or  (3)  physically secured and the subject of a probate action or other litigation in which
            ownership is contested     2304   certification of vacant and abandoned mortgaged property   (a)  general rule   after a creditor gives notice to an obligor of a delinquency or other
            default with respect to an obligation secured by a mortgage or initiates a foreclosure
            action or action for possession or to quiet title, a mortgaged property for which
            the notice is given or proceedings are initiated shall be certified as vacant and
            abandoned if   (1)  a creditor or purchaser has been designated as a conservator of the mortgaged property
            under section 5 of the act of november 26, 2008 (p l 1672, no 135), known as the abandoned
            and blighted property conservatorship act   (2)  the mortgaged property is certified as vacant and abandoned by the municipality in
            which the mortgaged property is located in the manner provided under subsection (b) 
            or  (3)  the mortgaged property is certified as vacant and abandoned in a proceeding in the
            manner provided under subsection (c)   (b)  municipal certification   a mortgaged property shall be deemed vacant and abandoned
            by the municipality in which the mortgaged property is located if   (1)  a creditor requests that the municipal code enforcement officer for the municipality
            make a determination that the mortgaged property is vacant and abandoned   (2)  the municipal code enforcement officer inspects the mortgaged property, determines
            that the mortgaged property is vacant and abandoned under the requirements of section
            2305 (relating to requirements to certify mortgaged property as vacant and abandoned)
            and gives notice of the determination and an opportunity for hearing to the owner
            or an obligor other than the owner in the manner required under 2 pa c s    553 (relating
            to hearing and record) or as otherwise provided by law for the giving of notice of
            municipal code violations and to contest determinations that violations have occurred   (3)  the creditor pays or agrees to pay a fee not to exceed 110  of the reasonable costs
            for the municipal code inspection officer to conduct an inspection of the mortgaged
            property, to prepare a report of the inspection, to give notice of the results of
            the inspection to the creditor and the obligor and to participate in an appeal of
            a determination that the mortgaged property is vacant and abandoned   (4)  the owner or obligor, after receiving notice and an opportunity for a hearing, fails
            to seek review of a determination that the mortgaged property is vacant and abandoned
            by the municipal board of appeals within 30 days or, if a timely request for review
            is filed, a final determination is made that the mortgaged property is vacant and
            abandoned   (c)  judicial certification   a mortgaged property shall be deemed certified as vacant
            and abandoned in a proceeding as follows   (1)  in a proceeding, a creditor or purchaser may file a request with the prothonotary
            to issue a rule to show cause why the mortgaged property should not be certified as
            vacant and abandoned by submitting an affidavit   (i)  supported as appropriate by images or other appropriate evidence, alleging that the
            mortgaged property qualifies for certification as vacant and abandoned under the requirements
            of section 2305  and  (ii)  submitted subject to the penalties for false swearing under 18 pa c s    4903 (relating
            to false swearing)   (iii)  the request may be filed together with the original complaint in the proceeding or
            at any time during the course of the proceeding   (2)  the affidavit that the mortgaged property is vacant and abandoned may be provided
            by a municipal code enforcement officer, the creditor or purchaser or by a competent
            adult who has personal knowledge of the condition of the mortgaged property, including
            a property inspector or agent retained by a creditor   (3)  a request for a rule to show cause need not be served on the owner of the mortgaged
            property or an obligor other than the owner, but the rule issued by the prothonotary
            shall be served on the owner or obligor in the manner provided under paragraph (5)   (4)  within 10 business days of receipt of the request for a rule to show cause, the prothonotary
            shall provide a rule to show cause to the creditor or purchaser if the affidavit contains
            assertions of fact that comply with the requirements for certification as vacant and
            abandoned as provided under section 2305   (5)  the rule to show cause shall be served on the owner and an obligor other than the
            owner by the creditor or purchaser as follows   (i)  if the owner or an obligor other than the owner is represented by counsel in a proceeding
            in which the rule to show cause is issued, the rule may be served by delivery of the
            rule to show cause to counsel for the owner or obligor   (ii)  if the owner or an obligor other than the owner is not represented by counsel in the
            proceeding, the creditor shall make at least three attempts to personally serve the
            rule to show cause  attempts at personal service may occur at the property address
            and the address specified in the county tax assessor's office for the delivery of
            property tax bills for the mortgaged property  the attempts shall be at least 72 hours
            apart and at reasonable and different times of the day  if the creditor cannot complete
            personal service on a party, service may be completed by delivery of notice by first
            class mail to the addresses at which personal service may be made and by posting of
            the property in a conspicuous manner   (iii)  a rule to show cause may be served on the owner or an obligor other than the owner
            in the manner provided under this paragraph regardless of whether service of a complaint
            in a proceeding has been completed   (6)  a copy of the rule to show cause shall be delivered by the creditor or purchaser by
            first class mail to the municipal code enforcement officer for the municipality where
            the mortgaged property is located   (7)  an obligor may respond to the rule to show cause by filing with the court a statement,
            submitted under oath or affirmation that attests the statement is true and subject
            to the penalties under 18 pa c s    4903, that the mortgaged property is not vacant
            and abandoned on a form provided by the creditor or purchaser as specified below and
            containing other information as may be required by the court  only response blocks
            to deny averments of indicia that a property is vacant or abandoned provided in the
            request for issuance of the rule to show cause shall be included in the form  the
            response shall include   (i)  matter name and docket number   (ii)  respondent or respondents   (iii)  address or mortgaged property   (iv)  the respondent or respondents to this rule to show cause certify that the mortgaged
            property is not vacant and abandoned for the following reasons as designed by checking
            all appropriate spaces below                    the property is not vacant and has been occupied within the last 45 days by (specify
                     name or names of persons)                       multiple windows, doors or entrances on the property are not boarded up, unhinged,
                     closed off, smashed in or are continuously unlocked                   the mortgaged property has not been stripped of copper or other metals                         interior furnishings, personal items, appliances or fixtures have not been removed
                     from the mortgaged property, including window treatments, such as blinds, curtains
                     or shutters                         gas, electric, water or sewer utility services have not been terminated to the mortgaged
                     property or are established in the name of the creditor to preserve the mortgaged
                     property                   newspapers, circulars, flyers or mail have not accumulated on the mortgaged property                   the united states postal service has not discontinued delivery to the mortgaged property                     rubbish, trash, debris, neglected vegetation or natural overgrowth has not accumulated
                     on the mortgaged property                     hazardous, noxious or unhealthy substances or materials have not accumulated on the
                     mortgaged property                       no communications have occurred between respondents and (name of the creditor or purchaser)
                     stating an intent to vacate or abandon the property      with respect to the following violations of municipal building or housing code (violation
            to be specified by the creditor or purchaser)                no citations alleging violations have been received                         answers alleging that the violations did not occur and at this time no final determination
